cod,depto_origen,depto_destino,personas_mig,personas_mig_100k,pob_origen,pob_destino,dist,pbi_origen,pbi_porcen_ori,pbi_destino,pbi_porcen_des,largo_limite,dummy_limit,empresas_origen,empresas_destino,log_pbi_destino,log_dist,nom_depto_orig,nom_depto_des
1009,10,9,407,35,164298,58815,85327,51311595,5.5,15594153,1.7,151560.0,True,188,54,16.562406594269497,11.354246213289242,MALDONADO,LAVALLEJA
1011,10,11,95,84,164298,113107,457785,51311595,5.5,26828524,2.9,,False,188,144,17.104976207843436,13.034154920564069,MALDONADO,PAYSANDU
1012,10,12,95,79,164298,54765,423946,51311595,5.5,24297744,2.6,,False,188,67,17.00589406449475,12.957361367612748,MALDONADO,RIO NEGRO
1013,10,13,117,111,164298,103473,533797,51311595,5.5,20212707,2.2,,False,188,62,16.821822024002444,13.18777089585434,MALDONADO,RIVERA
1014,10,14,535,231,164298,68088,141478,51311595,5.5,17547856,1.9,117320.0,True,188,54,16.680442335171204,11.85989950694582,MALDONADO,ROCHA
1015,10,15,98,95,164298,124861,574370,51311595,5.5,25542275,2.8,,False,188,97,17.05584548056092,13.261029066939944,MALDONADO,SALTO
1016,10,16,131,107,164298,108304,191187,51311595,5.5,26930981,2.9,,False,188,154,17.108787891900022,12.161007285656103,MALDONADO,SAN JOSE
1017,10,17,110,102,164298,82594,365864,51311595,5.5,22993631,2.5,,False,188,85,16.95072782250245,12.810016958629348,MALDONADO,SORIANO
1018,10,18,71,62,164298,90051,419858,51311595,5.5,18093592,2.0,,False,188,61,16.71106840040235,12.947671837854376,MALDONADO,TACUAREMBO
1019,10,19,259,234,164298,48134,216981,51311595,5.5,11720592,1.3,,False,188,38,16.276857852782847,12.287565071085519,MALDONADO,TREINTA Y TRES
1101,11,1,2096,2057,113107,1318755,368039,26828524,2.9,465848031,50.3,,False,144,3124,19.959370025169367,12.815944189796639,PAYSANDU,MONTEVIDEO
1102,11,2,75,59,113107,73377,304617,26828524,2.9,14214980,1.5,,False,144,55,16.469806896101773,12.626810528785368,PAYSANDU,ARTIGAS
1103,11,3,434,341,113107,520173,360009,26828524,2.9,86306492,9.3,,False,144,563,18.273415379180292,12.793884310119799,PAYSANDU,CANELONES
1104,11,4,35,34,113107,84698,444743,26828524,2.9,17048887,1.8,,False,144,88,16.651595480970684,13.005251866224905,PAYSANDU,CERRO LARGO
1105,11,5,151,132,113107,123203,251003,26828524,2.9,43788749,4.7,,False,144,60,17.594887470203254,12.43322017023373,PAYSANDU,COLONIA
1106,11,6,55,38,113107,57084,256355,26828524,2.9,13023942,1.4,,False,144,40,16.38229991389759,12.454318481605211,PAYSANDU,DURAZNO
1107,11,7,29,19,113107,25050,187006,26828524,2.9,7284124,0.8,,False,144,28,15.801207743298134,12.13889598088349,PAYSANDU,FLORES
1108,11,8,57,48,113107,67047,311287,26828524,2.9,17767290,1.9,,False,144,101,16.692869684280286,12.64847059519793,PAYSANDU,FLORIDA
1109,11,9,37,32,113107,58815,422149,26828524,2.9,15594153,1.7,,False,144,54,16.562406594269497,12.953113611268593,PAYSANDU,LAVALLEJA
1110,11,10,420,382,113107,164298,457840,26828524,2.9,51311595,5.5,,False,144,188,17.753427307993373,13.034275057082985,PAYSANDU,MALDONADO
1112,11,12,640,174,113107,54765,78652,26828524,2.9,24297744,2.6,203139.0,True,144,67,17.00589406449475,11.272788337279447,PAYSANDU,RIO NEGRO
1113,11,13,66,62,113107,103473,340541,26828524,2.9,20212707,2.2,,False,144,62,16.821822024002444,12.73829080848292,PAYSANDU,RIVERA
1114,11,14,50,39,113107,68088,536205,26828524,2.9,17547856,1.9,,False,144,54,16.680442335171204,13.192271829619296,PAYSANDU,ROCHA
1115,11,15,480,320,113107,124861,121845,26828524,2.9,25542275,2.8,204668.0,True,144,97,17.05584548056092,11.710505024153164,PAYSANDU,SALTO
1116,11,16,116,73,113107,108304,306523,26828524,2.9,26930981,2.9,,False,144,154,17.108787891900022,12.63304807232602,PAYSANDU,SAN JOSE
1117,11,17,98,82,113107,82594,145587,26828524,2.9,22993631,2.5,,False,144,85,16.95072782250245,11.888529125044231,PAYSANDU,SORIANO
1118,11,18,229,141,113107,90051,240569,26828524,2.9,18093592,2.0,98654.0,True,144,61,16.71106840040235,12.390762229666265,PAYSANDU,TACUAREMBO
1119,11,19,25,25,113107,48134,454655,26828524,2.9,11720592,1.3,,False,144,38,16.276857852782847,13.027294168564168,PAYSANDU,TREINTA Y TRES
1201,12,1,1219,1199,54765,1318755,314803,24297744,2.6,465848031,50.3,,False,67,3124,19.959370025169367,12.659702325340206,RIO NEGRO,MONTEVIDEO
1202,12,2,30,20,54765,73377,380391,24297744,2.6,14214980,1.5,,False,67,55,16.469806896101773,12.848954950067492,RIO NEGRO,ARTIGAS
1203,12,3,316,282,54765,520173,313213,24297744,2.6,86306492,9.3,,False,67,563,18.273415379180292,12.654638749261657,RIO NEGRO,CANELONES
1204,12,4,20,18,54765,84698,486397,24297744,2.6,17048887,1.8,,False,67,88,16.651595480970684,13.094780441851915,RIO NEGRO,CERRO LARGO
1205,12,5,176,149,54765,123203,173120,24297744,2.6,43788749,4.7,,False,67,60,17.594887470203254,12.061740274640254,RIO NEGRO,COLONIA
1206,12,6,54,31,54765,57084,235480,24297744,2.6,13023942,1.4,112081.0,True,67,40,16.38229991389759,12.369381263142198,RIO NEGRO,DURAZNO
1207,12,7,77,38,54765,25050,166130,24297744,2.6,7284124,0.8,2760.0,True,67,28,15.801207743298134,12.020525893380524,RIO NEGRO,FLORES
1208,12,8,27,15,54765,67047,290411,24297744,2.6,17767290,1.9,,False,67,101,16.692869684280286,12.579052440003274,RIO NEGRO,FLORIDA
1209,12,9,15,9,54765,58815,401274,24297744,2.6,15594153,1.7,,False,67,54,16.562406594269497,12.902399764721743,RIO NEGRO,LAVALLEJA
1210,12,10,223,205,54765,164298,424153,24297744,2.6,51311595,5.5,,False,67,188,17.753427307993373,12.957849518180335,RIO NEGRO,MALDONADO
1211,12,11,516,90,54765,113107,78652,24297744,2.6,26828524,2.9,203139.0,True,67,144,17.104976207843436,11.272788337279447,RIO NEGRO,PAYSANDU
1213,12,13,54,47,54765,103473,382195,24297744,2.6,20212707,2.2,,False,67,62,16.821822024002444,12.853686228546799,RIO NEGRO,RIVERA
1214,12,14,48,47,54765,68088,515329,24297744,2.6,17547856,1.9,,False,67,54,16.680442335171204,13.152560810629145,RIO NEGRO,ROCHA
1215,12,15,133,125,54765,124861,197619,24297744,2.6,25542275,2.8,,False,67,97,17.05584548056092,12.194096213519574,RIO NEGRO,SALTO
1216,12,16,107,68,54765,108304,256067,24297744,2.6,26930981,2.9,,False,67,154,17.108787891900022,12.453194407969322,RIO NEGRO,SAN JOSE
1217,12,17,270,43,54765,82594,67704,24297744,2.6,22993631,2.5,177941.0,True,67,85,16.95072782250245,11.122900541349942,RIO NEGRO,SORIANO
1218,12,18,89,49,54765,90051,282223,24297744,2.6,18093592,2.0,39858.0,True,67,61,16.71106840040235,12.550452817560215,RIO NEGRO,TACUAREMBO
1219,12,19,9,7,54765,48134,443288,24297744,2.6,11720592,1.3,,False,67,38,16.276857852782847,13.001974950662264,RIO NEGRO,TREINTA Y TRES
1301,13,1,2390,2296,103473,1318755,496028,20212707,2.2,465848031,50.3,,False,62,3124,19.959370025169367,13.114387655726635,RIVERA,MONTEVIDEO
1302,13,2,102,96,103473,73377,165823,20212707,2.2,14214980,1.5,,False,62,55,16.469806896101773,12.01867623341344,RIVERA,ARTIGAS
1303,13,3,584,475,103473,520173,487219,20212707,2.2,86306492,9.3,,False,62,563,18.273415379180292,13.096468992975373,RIVERA,CANELONES
1304,13,4,162,119,103473,84698,240871,20212707,2.2,17048887,1.8,64044.0,True,62,88,16.651595480970684,12.392016799455277,RIVERA,CERRO LARGO
1305,13,5,77,69,103473,123203,484612,20212707,2.2,43788749,4.7,,False,62,60,17.594887470203254,13.091103849748851,RIVERA,COLONIA
1306,13,6,50,38,103473,57084,336484,20212707,2.2,13023942,1.4,,False,62,40,16.38229991389759,12.726305878645231,RIVERA,DURAZNO
1307,13,7,22,15,103473,25050,359348,20212707,2.2,7284124,0.8,,False,62,28,15.801207743298134,12.792046557276537,RIVERA,FLORES
1308,13,8,63,56,103473,67047,419126,20212707,2.2,17767290,1.9,,False,62,101,16.692869684280286,12.945926869688737,RIVERA,FLORIDA
1309,13,9,49,34,103473,58815,464972,20212707,2.2,15594153,1.7,,False,62,54,16.562406594269497,13.04973246770273,RIVERA,LAVALLEJA
1310,13,10,227,218,103473,164298,533774,20212707,2.2,51311595,5.5,,False,62,188,17.753427307993373,13.187727807385276,RIVERA,MALDONADO
1311,13,11,143,132,103473,113107,340541,20212707,2.2,26828524,2.9,,False,62,144,17.104976207843436,12.73829080848292,RIVERA,PAYSANDU
1312,13,12,36,23,103473,54765,382195,20212707,2.2,24297744,2.6,,False,62,67,17.00589406449475,12.853686228546799,RIVERA,RIO NEGRO
1314,13,14,46,43,103473,68088,466304,20212707,2.2,17547856,1.9,,False,62,54,16.680442335171204,13.052593060928182,RIVERA,ROCHA
1315,13,15,120,75,103473,124861,286873,20212707,2.2,25542275,2.8,26429.0,True,62,97,17.05584548056092,12.566794888095085,RIVERA,SALTO
1316,13,16,99,89,103473,108304,459885,20212707,2.2,26930981,2.9,,False,62,154,17.108787891900022,13.03873173721007,RIVERA,SAN JOSE
1317,13,17,25,14,103473,82594,446792,20212707,2.2,22993631,2.5,,False,62,85,16.95072782250245,13.00984844091393,RIVERA,SORIANO
1318,13,18,546,275,103473,90051,145310,20212707,2.2,18093592,2.0,214679.0,True,62,61,16.71106840040235,11.886624670314742,RIVERA,TACUAREMBO
1319,13,19,57,52,103473,48134,324423,20212707,2.2,11720592,1.3,,False,62,38,16.276857852782847,12.689803498833404,RIVERA,TREINTA Y TRES
1401,14,1,1435,1384,68088,1318755,252072,17547856,1.9,465848031,50.3,,False,54,3124,19.959370025169367,12.437470039970721,ROCHA,MONTEVIDEO
1402,14,2,8,8,68088,73377,623208,17547856,1.9,14214980,1.5,,False,54,55,16.469806896101773,13.342635610426758,ROCHA,ARTIGAS
1403,14,3,407,331,68088,520173,232418,17547856,1.9,86306492,9.3,,False,54,563,18.273415379180292,12.356292753628404,ROCHA,CANELONES
1404,14,4,59,54,68088,84698,254955,17547856,1.9,17048887,1.8,,False,54,88,16.651595480970684,12.448842337979562,ROCHA,CERRO LARGO
1405,14,5,49,41,68088,123203,398581,17547856,1.9,43788749,4.7,,False,54,60,17.594887470203254,12.895666018790813,ROCHA,COLONIA
1406,14,6,18,15,68088,57084,299700,17547856,1.9,13023942,1.4,,False,54,40,16.38229991389759,12.610537253304754,ROCHA,DURAZNO
1407,14,7,7,3,68088,25050,350524,17547856,1.9,7284124,0.8,,False,54,28,15.801207743298134,12.7671844567217,ROCHA,FLORES
1408,14,8,45,31,68088,67047,253255,17547856,1.9,17767290,1.9,,False,54,101,16.692869684280286,12.442152165252656,ROCHA,FLORIDA
1409,14,9,130,74,68088,58815,153094,17547856,1.9,15594153,1.7,72324.0,True,54,54,16.562406594269497,11.938807390805975,ROCHA,LAVALLEJA
1410,14,10,952,552,68088,164298,141481,17547856,1.9,51311595,5.5,117320.0,True,54,188,17.753427307993373,11.859920711431277,ROCHA,MALDONADO
1411,14,11,32,30,68088,113107,536157,17547856,1.9,26828524,2.9,,False,54,144,17.104976207843436,13.19218230761081,ROCHA,PAYSANDU
1412,14,12,30,28,68088,54765,515282,17547856,1.9,24297744,2.6,,False,54,67,17.00589406449475,13.152469602598117,ROCHA,RIO NEGRO
1413,14,13,17,17,68088,103473,466323,17547856,1.9,20212707,2.2,,False,54,62,16.821822024002444,13.052633806049226,ROCHA,RIVERA
1415,14,15,29,23,68088,124861,624205,17547856,1.9,25542275,2.8,,False,54,97,17.05584548056092,13.344234119039859,ROCHA,SALTO
1416,14,16,45,36,68088,108304,292086,17547856,1.9,26930981,2.9,,False,54,154,17.108787891900022,12.584803558435702,ROCHA,SAN JOSE
1417,14,17,18,15,68088,82594,464469,17547856,1.9,22993631,2.5,,False,54,85,16.95072782250245,13.048650096580504,ROCHA,SORIANO
1418,14,18,21,18,68088,90051,410429,17547856,1.9,18093592,2.0,,False,54,61,16.71106840040235,12.924958233110232,ROCHA,TACUAREMBO
1419,14,19,162,109,68088,48134,149507,17547856,1.9,11720592,1.3,71205.0,True,54,38,16.276857852782847,11.915098493459203,ROCHA,TREINTA Y TRES
1501,15,1,2481,2401,124861,1318755,487002,25542275,2.8,465848031,50.3,,False,97,3124,19.959370025169367,13.096023508832475,SALTO,MONTEVIDEO
1502,15,2,380,222,124861,73377,184479,25542275,2.8,14214980,1.5,197272.0,True,97,55,16.469806896101773,12.12529091484639,SALTO,ARTIGAS
1503,15,3,543,386,124861,520173,478972,25542275,2.8,86306492,9.3,,False,97,563,18.273415379180292,13.079397419569663,SALTO,CANELONES
1504,15,4,18,14,124861,84698,427098,25542275,2.8,17048887,1.8,,False,97,88,16.651595480970684,12.964768774074505,SALTO,CERRO LARGO
1505,15,5,134,118,124861,123203,369966,25542275,2.8,43788749,4.7,,False,97,60,17.594887470203254,12.821166388506196,SALTO,COLONIA
1506,15,6,14,11,124861,57084,347978,25542275,2.8,13023942,1.4,,False,97,40,16.38229991389759,12.75989453836744,SALTO,DURAZNO
1507,15,7,20,19,124861,25050,305969,25542275,2.8,7284124,0.8,,False,97,28,15.801207743298134,12.631239068613056,SALTO,FLORES
1508,15,8,48,21,124861,67047,427875,25542275,2.8,17767290,1.9,,False,97,101,16.692869684280286,12.966586375832486,SALTO,FLORIDA
1509,15,9,20,16,124861,58815,543148,25542275,2.8,15594153,1.7,,False,97,54,16.562406594269497,13.205137121631054,SALTO,LAVALLEJA
1510,15,10,484,462,124861,164298,574428,25542275,2.8,51311595,5.5,,False,97,188,17.753427307993373,13.261130042046185,SALTO,MALDONADO
1511,15,11,564,366,124861,113107,121842,25542275,2.8,26828524,2.9,204668.0,True,97,144,17.104976207843436,11.710480402404773,SALTO,PAYSANDU
1512,15,12,161,123,124861,54765,197616,25542275,2.8,24297744,2.6,,False,97,67,17.00589406449475,12.194081032677795,SALTO,RIO NEGRO
1513,15,13,97,62,124861,103473,286873,25542275,2.8,20212707,2.2,26429.0,True,97,62,16.821822024002444,12.566794888095085,SALTO,RIVERA
1514,15,14,38,37,124861,68088,624205,25542275,2.8,17547856,1.9,,False,97,54,16.680442335171204,13.344234119039859,SALTO,ROCHA
1516,15,16,99,75,124861,108304,425487,25542275,2.8,26930981,2.9,,False,97,154,17.108787891900022,12.960989674237414,SALTO,SAN JOSE
1517,15,17,75,57,124861,82594,264551,25542275,2.8,22993631,2.5,,False,97,85,16.95072782250245,12.485789328328913,SALTO,SORIANO
1518,15,18,166,88,124861,90051,235321,25542275,2.8,18093592,2.0,68683.0,True,97,61,16.71106840040235,12.368705818501914,SALTO,TACUAREMBO
1519,15,19,8,8,124861,48134,486999,25542275,2.8,11720592,1.3,,False,97,38,16.276857852782847,13.096017348674529,SALTO,TREINTA Y TRES
1601,16,1,1852,9,108304,1318755,67066,26930981,2.9,465848031,50.3,5400.0,True,154,3124,19.959370025169367,11.113432488132354,SAN JOSE,MONTEVIDEO
1602,16,2,15,12,108304,73377,570207,26930981,2.9,14214980,1.5,,False,154,55,16.469806896101773,13.253754731779601,SAN JOSE,ARTIGAS
1603,16,3,689,44,108304,520173,82580,26930981,2.9,86306492,9.3,48749.0,True,154,563,18.273415379180292,11.321522799440082,SAN JOSE,CANELONES
1604,16,4,31,28,108304,84698,417390,26930981,2.9,17048887,1.8,,False,154,88,16.651595480970684,12.941776315504033,SAN JOSE,CERRO LARGO
1605,16,5,452,68,108304,123203,123292,26930981,2.9,43788749,4.7,67607.0,True,154,60,17.594887470203254,11.722310804646833,SAN JOSE,COLONIA
1606,16,6,59,45,108304,57084,174995,26930981,2.9,13023942,1.4,,False,154,40,16.38229991389759,12.07251268106891,SAN JOSE,DURAZNO
1607,16,7,122,23,108304,25050,120843,26930981,2.9,7284124,0.8,69905.0,True,154,28,15.801207743298134,11.702247461408927,SAN JOSE,FLORES
1608,16,8,252,17,108304,67047,96337,26930981,2.9,17767290,1.9,70039.0,True,154,101,16.692869684280286,11.475607739985847,SAN JOSE,FLORIDA
1609,16,9,44,31,108304,58815,174449,26930981,2.9,15594153,1.7,,False,154,54,16.562406594269497,12.06938771429697,SAN JOSE,LAVALLEJA
1610,16,10,230,191,108304,164298,191221,26930981,2.9,51311595,5.5,,False,154,188,17.753427307993373,12.16118510620426,SAN JOSE,MALDONADO
1611,16,11,59,48,108304,113107,306476,26930981,2.9,26828524,2.9,,False,154,144,17.104976207843436,12.632894727866756,SAN JOSE,PAYSANDU
1612,16,12,55,37,108304,54765,255902,26930981,2.9,24297744,2.6,,False,154,67,17.00589406449475,12.45254983767029,SAN JOSE,RIO NEGRO
1613,16,13,32,30,108304,103473,459885,26930981,2.9,20212707,2.2,,False,154,62,16.821822024002444,13.03873173721007,SAN JOSE,RIVERA
1614,16,14,47,35,108304,68088,292089,26930981,2.9,17547856,1.9,,False,154,54,16.680442335171204,12.584813829330553,SAN JOSE,ROCHA
1615,16,15,30,25,108304,124861,425443,26930981,2.9,25542275,2.8,,False,154,97,17.05584548056092,12.960886257975114,SAN JOSE,SALTO
1617,16,17,112,69,108304,82594,197820,26930981,2.9,22993631,2.5,,False,154,85,16.95072782250245,12.195112805293832,SAN JOSE,SORIANO
1618,16,18,53,43,108304,90051,323511,26930981,2.9,18093592,2.0,,False,154,61,16.71106840040235,12.68698839543619,SAN JOSE,TACUAREMBO
1619,16,19,23,18,108304,48134,317293,26930981,2.9,11720592,1.3,,False,154,38,16.276857852782847,12.66758091618706,SAN JOSE,TREINTA Y TRES
1701,17,1,1922,1881,82594,1318755,256721,22993631,2.5,465848031,50.3,,False,85,3124,19.959370025169367,12.455745171070635,SORIANO,MONTEVIDEO
1702,17,2,9,7,82594,73377,447326,22993631,2.5,14214980,1.5,,False,85,55,16.469806896101773,13.011042914268657,SORIANO,ARTIGAS
1703,17,3,293,260,82594,520173,255131,22993631,2.5,86306492,9.3,,False,85,563,18.273415379180292,12.449532417718995,SORIANO,CANELONES
1704,17,4,12,10,82594,84698,468718,22993631,2.5,17048887,1.8,,False,85,88,16.651595480970684,13.057756587269816,SORIANO,CERRO LARGO
1705,17,5,1053,212,82594,123203,115038,22993631,2.5,43788749,4.7,144356.0,True,85,60,17.594887470203254,11.653017787546446,SORIANO,COLONIA
1706,17,6,57,50,82594,57084,195676,22993631,2.5,13023942,1.4,,False,85,40,16.38229991389759,12.184215509174864,SORIANO,DURAZNO
1707,17,7,90,22,82594,25050,126326,22993631,2.5,7284124,0.8,118331.0,True,85,28,15.801207743298134,11.74662114621823,SORIANO,FLORES
1708,17,8,40,13,82594,67047,250607,22993631,2.5,17767290,1.9,,False,85,101,16.692869684280286,12.431641254014881,SORIANO,FLORIDA
1709,17,9,33,20,82594,58815,347001,22993631,2.5,15594153,1.7,,False,85,54,16.562406594269497,12.757082940769225,SORIANO,LAVALLEJA
1710,17,10,335,317,82594,164298,366071,22993631,2.5,51311595,5.5,,False,85,188,17.753427307993373,12.810582582641095,SORIANO,MALDONADO
1711,17,11,181,162,82594,113107,145587,22993631,2.5,26828524,2.9,,False,85,144,17.104976207843436,11.888529125044231,SORIANO,PAYSANDU
1712,17,12,372,38,82594,54765,67704,22993631,2.5,24297744,2.6,177941.0,True,85,67,17.00589406449475,11.122900541349942,SORIANO,RIO NEGRO
1713,17,13,18,13,82594,103473,446333,22993631,2.5,20212707,2.2,,False,85,62,16.821822024002444,13.008820589178931,SORIANO,RIVERA
1714,17,14,46,34,82594,68088,464640,22993631,2.5,17547856,1.9,,False,85,54,16.680442335171204,13.049018191178513,SORIANO,ROCHA
1715,17,15,98,89,82594,124861,264554,22993631,2.5,25542275,2.8,,False,85,97,17.05584548056092,12.485800668233091,SORIANO,SALTO
1716,17,16,147,74,82594,108304,197985,22993631,2.5,26930981,2.9,,False,85,154,17.108787891900022,12.195946549231165,SORIANO,SAN JOSE
1718,17,18,41,37,82594,90051,317011,22993631,2.5,18093592,2.0,,False,85,61,16.71106840040235,12.666691752572833,SORIANO,TACUAREMBO
1719,17,19,16,11,82594,48134,408958,22993631,2.5,11720592,1.3,,False,85,38,16.276857852782847,12.92136774026546,SORIANO,TREINTA Y TRES
1801,18,1,2611,2496,90051,1318755,359654,18093592,2.0,465848031,50.3,,False,61,3124,19.959370025169367,12.792897737157746,TACUAREMBO,MONTEVIDEO
1802,18,2,50,44,90051,73377,254949,18093592,2.0,14214980,1.5,,False,61,55,16.469806896101773,12.448818804137897,TACUAREMBO,ARTIGAS
1803,18,3,596,461,90051,520173,350845,18093592,2.0,86306492,9.3,,False,61,563,18.273415379180292,12.768099809474426,TACUAREMBO,CANELONES
1804,18,4,168,70,90051,84698,249464,18093592,2.0,17048887,1.8,102685.0,True,61,88,16.651595480970684,12.427069895185959,TACUAREMBO,CERRO LARGO
1805,18,5,79,61,90051,123203,348238,18093592,2.0,43788749,4.7,,False,61,60,17.594887470203254,12.760641433044054,TACUAREMBO,COLONIA
1806,18,6,304,81,90051,57084,200110,18093592,2.0,13023942,1.4,219925.0,True,61,40,16.38229991389759,12.206622494335608,TACUAREMBO,DURAZNO
1807,18,7,79,39,90051,25050,222974,18093592,2.0,7284124,0.8,,False,61,28,15.801207743298134,12.314810451716637,TACUAREMBO,FLORES
1808,18,8,92,57,90051,67047,282751,18093592,2.0,17767290,1.9,,False,61,101,16.692869684280286,12.552321930665304,TACUAREMBO,FLORIDA
1809,18,9,50,36,90051,58815,354035,18093592,2.0,15594153,1.7,,False,61,54,16.562406594269497,12.777151057285087,TACUAREMBO,LAVALLEJA
1810,18,10,363,331,90051,164298,419858,18093592,2.0,51311595,5.5,,False,61,188,17.753427307993373,12.947671837854376,TACUAREMBO,MALDONADO
1811,18,11,261,125,90051,113107,240569,18093592,2.0,26828524,2.9,98654.0,True,61,144,17.104976207843436,12.390762229666265,TACUAREMBO,PAYSANDU
1812,18,12,134,69,90051,54765,282223,18093592,2.0,24297744,2.6,39858.0,True,61,67,17.00589406449475,12.550452817560215,TACUAREMBO,RIO NEGRO
1813,18,13,421,227,90051,103473,145310,18093592,2.0,20212707,2.2,214679.0,True,61,62,16.821822024002444,11.886624670314742,TACUAREMBO,RIVERA
1814,18,14,35,26,90051,68088,410429,18093592,2.0,17547856,1.9,,False,61,54,16.680442335171204,12.924958233110232,TACUAREMBO,ROCHA
1815,18,15,174,113,90051,124861,235321,18093592,2.0,25542275,2.8,68683.0,True,61,97,17.05584548056092,12.368705818501914,TACUAREMBO,SALTO
1816,18,16,88,61,90051,108304,323511,18093592,2.0,26930981,2.9,,False,61,154,17.108787891900022,12.68698839543619,TACUAREMBO,SAN JOSE
1817,18,17,72,44,90051,82594,317011,18093592,2.0,22993631,2.5,,False,61,85,16.95072782250245,12.666691752572833,TACUAREMBO,SORIANO
1819,18,19,32,22,90051,48134,300363,18093592,2.0,11720592,1.3,,False,61,38,16.276857852782847,12.612747022178324,TACUAREMBO,TREINTA Y TRES
1901,19,1,1024,992,48134,1318755,288232,11720592,1.3,465848031,50.3,,False,38,3124,19.959370025169367,12.571520990387905,TREINTA Y TRES,MONTEVIDEO
1902,19,2,10,9,48134,73377,481308,11720592,1.3,14214980,1.5,,False,38,55,16.469806896101773,13.084262676802762,TREINTA Y TRES,ARTIGAS
1903,19,3,259,218,48134,520173,265708,11720592,1.3,86306492,9.3,,False,38,563,18.273415379180292,12.490153240440288,TREINTA Y TRES,CANELONES
1904,19,4,409,149,48134,84698,109230,11720592,1.3,17048887,1.8,216049.0,True,38,88,16.651595480970684,11.60121102983759,TREINTA Y TRES,CERRO LARGO
1905,19,5,41,34,48134,123203,412983,11720592,1.3,43788749,4.7,,False,38,60,17.594887470203254,12.931161708868379,TREINTA Y TRES,COLONIA
1906,19,6,91,35,48134,57084,217352,11720592,1.3,13023942,1.4,17594.0,True,38,40,16.38229991389759,12.289273438122935,TREINTA Y TRES,DURAZNO
1907,19,7,2,2,48134,25050,287718,11720592,1.3,7284124,0.8,,False,38,28,15.801207743298134,12.569736112754574,TREINTA Y TRES,FLORES
1908,19,8,58,20,48134,67047,238184,11720592,1.3,17767290,1.9,44278.0,True,38,101,16.692869684280286,12.380798763202296,TREINTA Y TRES,FLORIDA
1909,19,9,172,63,48134,58815,163101,11720592,1.3,15594153,1.7,128202.0,True,38,54,16.562406594269497,12.002124919798158,TREINTA Y TRES,LAVALLEJA
1910,19,10,776,718,48134,164298,216958,11720592,1.3,51311595,5.5,,False,38,188,17.753427307993373,12.287459065402594,TREINTA Y TRES,MALDONADO
1911,19,11,16,15,48134,113107,454655,11720592,1.3,26828524,2.9,,False,38,144,17.104976207843436,13.027294168564168,TREINTA Y TRES,PAYSANDU
1912,19,12,16,13,48134,54765,443288,11720592,1.3,24297744,2.6,,False,38,67,17.00589406449475,13.001974950662264,TREINTA Y TRES,RIO NEGRO
1913,19,13,23,20,48134,103473,324423,11720592,1.3,20212707,2.2,,False,38,62,16.821822024002444,12.689803498833404,TREINTA Y TRES,RIVERA
1914,19,14,174,123,48134,68088,149488,11720592,1.3,17547856,1.9,71205.0,True,38,54,16.680442335171204,11.914971401032737,TREINTA Y TRES,ROCHA
1915,19,15,13,13,48134,124861,486999,11720592,1.3,25542275,2.8,,False,38,97,17.05584548056092,13.096017348674529,TREINTA Y TRES,SALTO
1916,19,16,28,16,48134,108304,317293,11720592,1.3,26930981,2.9,,False,38,154,17.108787891900022,12.66758091618706,TREINTA Y TRES,SAN JOSE
1917,19,17,25,18,48134,82594,408911,11720592,1.3,22993631,2.5,,False,38,85,16.95072782250245,12.921252807433792,TREINTA Y TRES,SORIANO
1918,19,18,38,26,48134,90051,300363,11720592,1.3,18093592,2.0,,False,38,61,16.71106840040235,12.612747022178324,TREINTA Y TRES,TACUAREMBO
