,cod,depto_origen,nom_depto_orig,depto_destino,nom_depto_des,personas_mig,pbi_origen,pob_origen,pbi_destino,pob_destino,dist,log_pbi_destino,log_dist
171,1011,10,MALDONADO,11,PAYSANDU,95,51311595,164298,26828524,113107,457848,17.104976207843436,13.034292530283462
172,1211,12,RIO NEGRO,11,PAYSANDU,516,24297744,54765,26828524,113107,78653,17.104976207843436,11.272801051433479
173,1311,13,RIVERA,11,PAYSANDU,143,20212707,103473,26828524,113107,340542,17.104976207843436,12.738293744982585
174,1411,14,ROCHA,11,PAYSANDU,32,17547856,68088,26828524,113107,536213,17.104976207843436,13.192286749174917
175,1511,15,SALTO,11,PAYSANDU,564,25542275,124861,26828524,113107,121840,17.104976207843436,11.710463987569044
176,1611,16,SAN JOSE,11,PAYSANDU,59,26930981,108304,26828524,113107,306531,17.104976207843436,12.633074171168863
177,1711,17,SORIANO,11,PAYSANDU,181,22993631,82594,26828524,113107,145587,17.104976207843436,11.888529125044231
178,1811,18,TACUAREMBO,11,PAYSANDU,261,18093592,90051,26828524,113107,240570,17.104976207843436,12.390766386469185
179,1911,19,TREINTA Y TRES,11,PAYSANDU,16,11720592,48134,26828524,113107,454655,17.104976207843436,13.027294168564168
180,112,1,MONTEVIDEO,12,RIO NEGRO,886,465848031,1318755,24297744,54765,314778,17.00589406449475,12.659622907441593
181,212,2,ARTIGAS,12,RIO NEGRO,57,14214980,73377,24297744,54765,380389,17.00589406449475,12.848949692305721
182,312,3,CANELONES,12,RIO NEGRO,154,86306492,520173,24297744,54765,313049,17.00589406449475,12.654115006790459
183,412,4,CERRO LARGO,12,RIO NEGRO,41,17048887,84698,24297744,54765,486392,17.00589406449475,13.094770162130414
184,512,5,COLONIA,12,RIO NEGRO,88,43788749,123203,24297744,54765,173120,17.00589406449475,12.061740274640254
185,612,6,DURAZNO,12,RIO NEGRO,62,13023942,57084,24297744,54765,235479,17.00589406449475,12.36937701648803
186,712,7,FLORES,12,RIO NEGRO,36,7284124,25050,24297744,54765,166130,17.00589406449475,12.020525893380524
187,812,8,FLORIDA,12,RIO NEGRO,30,17767290,67047,24297744,54765,290419,17.00589406449475,12.57907998678977
188,912,9,LAVALLEJA,12,RIO NEGRO,11,15594153,58815,24297744,54765,401282,17.00589406449475,12.902419701025254
189,1012,10,MALDONADO,12,RIO NEGRO,95,51311595,164298,24297744,54765,424528,17.00589406449475,12.958733242511164
190,1112,11,PAYSANDU,12,RIO NEGRO,640,26828524,113107,24297744,54765,78653,17.00589406449475,11.272801051433479
191,1312,13,RIVERA,12,RIO NEGRO,36,20212707,103473,24297744,54765,382194,17.00589406449475,12.853683612077958
192,1412,14,ROCHA,12,RIO NEGRO,30,17547856,68088,24297744,54765,515337,17.00589406449475,13.152576334571917
193,1512,15,SALTO,12,RIO NEGRO,161,25542275,124861,24297744,54765,197614,17.00589406449475,12.194070911988577
194,1612,16,SAN JOSE,12,RIO NEGRO,55,26930981,108304,24297744,54765,255903,17.00589406449475,12.452553745408588
195,1712,17,SORIANO,12,RIO NEGRO,372,22993631,82594,24297744,54765,67704,17.00589406449475,11.122900541349942
196,1812,18,TACUAREMBO,12,RIO NEGRO,134,18093592,90051,24297744,54765,282223,17.00589406449475,12.550452817560215
197,1912,19,TREINTA Y TRES,12,RIO NEGRO,16,11720592,48134,24297744,54765,443288,17.00589406449475,13.001974950662264
198,113,1,MONTEVIDEO,13,RIVERA,1665,465848031,1318755,20212707,103473,496209,16.821822024002444,13.11475248792299
199,213,2,ARTIGAS,13,RIVERA,146,14214980,73377,20212707,103473,165820,16.821822024002444,12.01865814167021
200,313,3,CANELONES,13,RIVERA,320,86306492,520173,20212707,103473,494737,16.821822024002444,13.111781587222676
201,413,4,CERRO LARGO,13,RIVERA,145,17048887,84698,20212707,103473,240877,16.821822024002444,12.392041708743951
202,513,5,COLONIA,13,RIVERA,34,43788749,123203,20212707,103473,484791,16.821822024002444,13.091473149208486
203,613,6,DURAZNO,13,RIVERA,42,13023942,57084,20212707,103473,336662,16.821822024002444,12.726834738667124
204,713,7,FLORES,13,RIVERA,10,7284124,25050,20212707,103473,359526,16.821822024002444,12.792541776198457
205,813,8,FLORIDA,13,RIVERA,46,17767290,67047,20212707,103473,419304,16.821822024002444,12.946351472822391
206,913,9,LAVALLEJA,13,RIVERA,25,15594153,58815,20212707,103473,464966,16.821822024002444,13.049719563616652
207,1013,10,MALDONADO,13,RIVERA,117,51311595,164298,20212707,103473,533799,16.821822024002444,13.187774642589996
208,1113,11,PAYSANDU,13,RIVERA,66,26828524,113107,20212707,103473,340542,16.821822024002444,12.738293744982585
209,1213,12,RIO NEGRO,13,RIVERA,54,24297744,54765,20212707,103473,382194,16.821822024002444,12.853683612077958
210,1413,14,ROCHA,13,RIVERA,17,17547856,68088,20212707,103473,466323,16.821822024002444,13.052633806049226
211,1513,15,SALTO,13,RIVERA,97,25542275,124861,20212707,103473,286890,16.821822024002444,12.566854146011698
212,1613,16,SAN JOSE,13,RIVERA,32,26930981,108304,20212707,103473,460064,16.821822024002444,13.03912088922232
213,1713,17,SORIANO,13,RIVERA,18,22993631,82594,20212707,103473,446791,16.821822024002444,13.009846202733481
214,1813,18,TACUAREMBO,13,RIVERA,421,18093592,90051,20212707,103473,145335,16.821822024002444,11.886796701487214
215,1913,19,TREINTA Y TRES,13,RIVERA,23,11720592,48134,20212707,103473,324423,16.821822024002444,12.689803498833404
216,114,1,MONTEVIDEO,14,ROCHA,1266,465848031,1318755,17547856,68088,253583,16.680442335171204,12.443446464597967
217,214,2,ARTIGAS,14,ROCHA,47,14214980,73377,17547856,68088,623189,16.680442335171204,13.342605122548495
218,314,3,CANELONES,14,ROCHA,360,86306492,520173,17547856,68088,232421,16.680442335171204,12.356305661323328
219,414,4,CERRO LARGO,14,ROCHA,95,17048887,84698,17547856,68088,254936,16.680442335171204,12.448767812247556
220,514,5,COLONIA,14,ROCHA,35,43788749,123203,17547856,68088,398581,16.680442335171204,12.895666018790813
221,614,6,DURAZNO,14,ROCHA,61,13023942,57084,17547856,68088,299700,16.680442335171204,12.610537253304754
222,714,7,FLORES,14,ROCHA,13,7284124,25050,17547856,68088,350525,16.680442335171204,12.767187309589332
223,814,8,FLORIDA,14,ROCHA,62,17767290,67047,17547856,68088,253258,16.680442335171204,12.442164010950595
224,914,9,LAVALLEJA,14,ROCHA,150,15594153,58815,17547856,68088,153094,16.680442335171204,11.938807390805975
225,1014,10,MALDONADO,14,ROCHA,535,51311595,164298,17547856,68088,141478,16.680442335171204,11.85989950694582
226,1114,11,PAYSANDU,14,ROCHA,50,26828524,113107,17547856,68088,536210,16.680442335171204,13.192281154367645
227,1214,12,RIO NEGRO,14,ROCHA,48,24297744,54765,17547856,68088,515332,16.680442335171204,13.152566632135926
228,1314,13,RIVERA,14,ROCHA,46,20212707,103473,17547856,68088,466304,16.680442335171204,13.052593060928182
229,1514,15,SALTO,14,ROCHA,38,25542275,124861,17547856,68088,624375,16.680442335171204,13.344506428384955
230,1614,16,SAN JOSE,14,ROCHA,47,26930981,108304,17547856,68088,292086,16.680442335171204,12.584803558435702
231,1714,17,SORIANO,14,ROCHA,46,22993631,82594,17547856,68088,464623,16.680442335171204,13.048981603043611
232,1814,18,TACUAREMBO,14,ROCHA,35,18093592,90051,17547856,68088,410599,16.680442335171204,12.925372348103702
233,1914,19,TREINTA Y TRES,14,ROCHA,174,11720592,48134,17547856,68088,149488,16.680442335171204,11.914971401032737
234,115,1,MONTEVIDEO,15,SALTO,1547,465848031,1318755,25542275,124861,487011,17.05584548056092,13.096041989078632
235,215,2,ARTIGAS,15,SALTO,794,14214980,73377,25542275,124861,184479,17.05584548056092,12.12529091484639
236,315,3,CANELONES,15,SALTO,159,86306492,520173,25542275,124861,478978,17.05584548056092,13.079409946319494
237,415,4,CERRO LARGO,15,SALTO,19,17048887,84698,25542275,124861,427094,17.05584548056092,12.964759408498617
238,515,5,COLONIA,15,SALTO,68,43788749,123203,25542275,124861,369964,17.05584548056092,12.82116098258942
239,615,6,DURAZNO,15,SALTO,28,13023942,57084,25542275,124861,347922,17.05584548056092,12.759733595702917
240,715,7,FLORES,15,SALTO,17,7284124,25050,25542275,124861,305967,17.05584548056092,12.631232531981773
241,815,8,FLORIDA,15,SALTO,19,17767290,67047,25542275,124861,427819,17.05584548056092,12.966455487921435
242,915,9,LAVALLEJA,15,SALTO,15,15594153,58815,25542275,124861,543092,17.05584548056092,13.205034013662189
243,1015,10,MALDONADO,15,SALTO,98,51311595,164298,25542275,124861,574372,17.05584548056092,13.261032549009895
244,1115,11,PAYSANDU,15,SALTO,480,26828524,113107,25542275,124861,121840,17.05584548056092,11.710463987569044
245,1215,12,RIO NEGRO,15,SALTO,133,24297744,54765,25542275,124861,197614,17.05584548056092,12.194070911988577
246,1315,13,RIVERA,15,SALTO,120,20212707,103473,25542275,124861,286890,17.05584548056092,12.566854146011698
247,1415,14,ROCHA,15,SALTO,29,17547856,68088,25542275,124861,624375,17.05584548056092,13.344506428384955
248,1615,16,SAN JOSE,15,SALTO,30,26930981,108304,25542275,124861,425493,17.05584548056092,12.9610037756264
249,1715,17,SORIANO,15,SALTO,98,22993631,82594,25542275,124861,264549,17.05584548056092,12.485781768321354
250,1815,18,TACUAREMBO,15,SALTO,174,18093592,90051,25542275,124861,235321,17.05584548056092,12.368705818501914
251,1915,19,TREINTA Y TRES,15,SALTO,13,11720592,48134,25542275,124861,486989,17.05584548056092,13.095996814540637
252,116,1,MONTEVIDEO,16,SAN JOSE,4209,465848031,1318755,26930981,108304,67043,17.108787891900022,11.113089483558081
253,216,2,ARTIGAS,16,SAN JOSE,92,14214980,73377,26930981,108304,570257,17.108787891900022,13.253842415389137
254,316,3,CANELONES,16,SAN JOSE,908,86306492,520173,26930981,108304,82580,17.108787891900022,11.321522799440082
255,416,4,CERRO LARGO,16,SAN JOSE,49,17048887,84698,26930981,108304,417393,17.108787891900022,12.941783503000662
256,516,5,COLONIA,16,SAN JOSE,269,43788749,123203,26930981,108304,123289,17.108787891900022,11.7222864718718
257,616,6,DURAZNO,16,SAN JOSE,124,13023942,57084,26930981,108304,174995,17.108787891900022,12.07251268106891
258,716,7,FLORES,16,SAN JOSE,116,7284124,25050,26930981,108304,120843,17.108787891900022,11.702247461408927
259,816,8,FLORIDA,16,SAN JOSE,321,17767290,67047,26930981,108304,96337,17.108787891900022,11.475607739985847
260,916,9,LAVALLEJA,16,SAN JOSE,45,15594153,58815,26930981,108304,175952,17.108787891900022,12.077966509550716
261,1016,10,MALDONADO,16,SAN JOSE,131,51311595,164298,26930981,108304,191104,17.108787891900022,12.160573061458807
262,1116,11,PAYSANDU,16,SAN JOSE,116,26828524,113107,26930981,108304,306528,17.108787891900022,12.63306438418262
263,1216,12,RIO NEGRO,16,SAN JOSE,107,24297744,54765,26930981,108304,256065,17.108787891900022,12.453186597482963
264,1316,13,RIVERA,16,SAN JOSE,99,20212707,103473,26930981,108304,460065,17.108787891900022,13.039123062830585
265,1416,14,ROCHA,16,SAN JOSE,45,17547856,68088,26930981,108304,292085,17.108787891900022,12.584800134780641
266,1516,15,SALTO,16,SAN JOSE,99,25542275,124861,26930981,108304,425489,17.108787891900022,12.960994374722503
267,1716,17,SORIANO,16,SAN JOSE,147,22993631,82594,26930981,108304,197984,17.108787891900022,12.195941498330715
268,1816,18,TACUAREMBO,16,SAN JOSE,88,18093592,90051,26930981,108304,323665,17.108787891900022,12.687464309261507
269,1916,19,TREINTA Y TRES,16,SAN JOSE,28,11720592,48134,26930981,108304,317293,17.108787891900022,12.66758091618706
270,117,1,MONTEVIDEO,17,SORIANO,1173,465848031,1318755,22993631,82594,256697,16.95072782250245,12.455651679997018
271,217,2,ARTIGAS,17,SORIANO,24,14214980,73377,22993631,82594,447323,16.95072782250245,13.01103620772788
272,317,3,CANELONES,17,SORIANO,154,86306492,520173,22993631,82594,254967,16.95072782250245,12.448889404001433
273,417,4,CERRO LARGO,17,SORIANO,34,17048887,84698,22993631,82594,468723,16.95072782250245,13.057767254607814
274,517,5,COLONIA,17,SORIANO,513,43788749,123203,22993631,82594,115038,16.95072782250245,11.653017787546446
275,617,6,DURAZNO,17,SORIANO,32,13023942,57084,22993631,82594,195675,16.95072782250245,12.18421039867304
276,717,7,FLORES,17,SORIANO,85,7284124,25050,22993631,82594,126326,16.95072782250245,11.74662114621823
277,817,8,FLORIDA,17,SORIANO,51,17767290,67047,22993631,82594,250615,16.95072782250245,12.431673175997558
278,917,9,LAVALLEJA,17,SORIANO,11,15594153,58815,22993631,82594,348339,16.95072782250245,12.760931422523202
279,1017,10,MALDONADO,17,SORIANO,110,51311595,164298,22993631,82594,366446,16.95072782250245,12.81160644975342
280,1117,11,PAYSANDU,17,SORIANO,98,26828524,113107,22993631,82594,145586,16.95072782250245,11.888522256275492
281,1217,12,RIO NEGRO,17,SORIANO,270,24297744,54765,22993631,82594,67703,16.95072782250245,11.122885771064801
282,1317,13,RIVERA,17,SORIANO,25,20212707,103473,22993631,82594,446791,16.95072782250245,13.009846202733481
283,1417,14,ROCHA,17,SORIANO,18,17547856,68088,22993631,82594,464472,16.95072782250245,13.048656555548297
284,1517,15,SALTO,17,SORIANO,75,25542275,124861,22993631,82594,264548,16.95072782250245,12.48577798829614
285,1617,16,SAN JOSE,17,SORIANO,112,26930981,108304,22993631,82594,197822,16.95072782250245,12.195122915443918
286,1817,18,TACUAREMBO,17,SORIANO,72,18093592,90051,22993631,82594,317181,16.95072782250245,12.66722786783153
287,1917,19,TREINTA Y TRES,17,SORIANO,25,11720592,48134,22993631,82594,408958,16.95072782250245,12.92136774026546
288,118,1,MONTEVIDEO,18,TACUAREMBO,1421,465848031,1318755,18093592,90051,359810,16.71106840040235,12.7933313933308
289,218,2,ARTIGAS,18,TACUAREMBO,100,14214980,73377,18093592,90051,254949,16.71106840040235,12.448818804137897
290,318,3,CANELONES,18,TACUAREMBO,251,86306492,520173,18093592,90051,351000,16.71106840040235,12.768541502448002
291,418,4,CERRO LARGO,18,TACUAREMBO,135,17048887,84698,18093592,90051,249485,16.71106840040235,12.427154072125935
292,518,5,COLONIA,18,TACUAREMBO,34,43788749,123203,18093592,90051,348391,16.71106840040235,12.761080691250244
293,618,6,DURAZNO,18,TACUAREMBO,212,13023942,57084,18093592,90051,200263,16.71106840040235,12.207386781674904
294,718,7,FLORES,18,TACUAREMBO,29,7284124,25050,18093592,90051,223127,16.71106840040235,12.315496395061302
295,818,8,FLORIDA,18,TACUAREMBO,68,17767290,67047,18093592,90051,282905,16.71106840040235,12.552866431223258
296,918,9,LAVALLEJA,18,TACUAREMBO,45,15594153,58815,18093592,90051,354205,16.71106840040235,12.7776311205497
297,1018,10,MALDONADO,18,TACUAREMBO,71,51311595,164298,18093592,90051,420028,16.71106840040235,12.948076654704094
298,1118,11,PAYSANDU,18,TACUAREMBO,229,26828524,113107,18093592,90051,240570,16.71106840040235,12.390766386469185
299,1218,12,RIO NEGRO,18,TACUAREMBO,89,24297744,54765,18093592,90051,282223,16.71106840040235,12.550452817560215
300,1318,13,RIVERA,18,TACUAREMBO,546,20212707,103473,18093592,90051,145335,16.71106840040235,11.886796701487214
301,1418,14,ROCHA,18,TACUAREMBO,21,17547856,68088,18093592,90051,410599,16.71106840040235,12.925372348103702
302,1518,15,SALTO,18,TACUAREMBO,166,25542275,124861,18093592,90051,235321,16.71106840040235,12.368705818501914
303,1618,16,SAN JOSE,18,TACUAREMBO,53,26930981,108304,18093592,90051,323664,16.71106840040235,12.687461219642472
304,1718,17,SORIANO,18,TACUAREMBO,41,22993631,82594,18093592,90051,317181,16.71106840040235,12.66722786783153
305,1918,19,TREINTA Y TRES,18,TACUAREMBO,38,11720592,48134,18093592,90051,300533,16.71106840040235,12.61331284389967
306,119,1,MONTEVIDEO,19,TREINTA Y TRES,760,465848031,1318755,11720592,48134,288238,16.276857852782847,12.571541806735675
307,219,2,ARTIGAS,19,TREINTA Y TRES,5,14214980,73377,11720592,48134,481308,16.276857852782847,13.084262676802762
308,319,3,CANELONES,19,TREINTA Y TRES,124,86306492,520173,11720592,48134,265708,16.276857852782847,12.490153240440288
309,419,4,CERRO LARGO,19,TREINTA Y TRES,476,17048887,84698,11720592,48134,109230,16.276857852782847,11.60121102983759
310,519,5,COLONIA,19,TREINTA Y TRES,23,43788749,123203,11720592,48134,412983,16.276857852782847,12.931161708868379
311,619,6,DURAZNO,19,TREINTA Y TRES,77,13023942,57084,11720592,48134,217352,16.276857852782847,12.289273438122935
312,719,7,FLORES,19,TREINTA Y TRES,14,7284124,25050,11720592,48134,287718,16.276857852782847,12.569736112754574
313,819,8,FLORIDA,19,TREINTA Y TRES,64,17767290,67047,11720592,48134,238184,16.276857852782847,12.380798763202296
314,919,9,LAVALLEJA,19,TREINTA Y TRES,221,15594153,58815,11720592,48134,163121,16.276857852782847,12.002247535685651
315,1019,10,MALDONADO,19,TREINTA Y TRES,259,51311595,164298,11720592,48134,216983,16.276857852782847,12.287574288439954
316,1119,11,PAYSANDU,19,TREINTA Y TRES,25,26828524,113107,11720592,48134,454655,16.276857852782847,13.027294168564168
317,1219,12,RIO NEGRO,19,TREINTA Y TRES,9,24297744,54765,11720592,48134,443288,16.276857852782847,13.001974950662264
318,1319,13,RIVERA,19,TREINTA Y TRES,57,20212707,103473,11720592,48134,324423,16.276857852782847,12.689803498833404
319,1419,14,ROCHA,19,TREINTA Y TRES,162,17547856,68088,11720592,48134,149507,16.276857852782847,11.915098493459203
320,1519,15,SALTO,19,TREINTA Y TRES,8,25542275,124861,11720592,48134,486989,16.276857852782847,13.095996814540637
321,1619,16,SAN JOSE,19,TREINTA Y TRES,23,26930981,108304,11720592,48134,317293,16.276857852782847,12.66758091618706
322,1719,17,SORIANO,19,TREINTA Y TRES,16,22993631,82594,11720592,48134,408958,16.276857852782847,12.92136774026546
323,1819,18,TACUAREMBO,19,TREINTA Y TRES,32,18093592,90051,11720592,48134,300532,16.276857852782847,12.61330951647252
324,201,2,ARTIGAS,1,MONTEVIDEO,2395,14214980,73377,465848031,1318755,610726,19.959370025169367,13.322403692400275
325,301,3,CANELONES,1,MONTEVIDEO,11162,86306492,520173,465848031,1318755,22512,19.959370025169367,10.02180377935417
326,401,4,CERRO LARGO,1,MONTEVIDEO,1805,17048887,84698,465848031,1318755,393668,19.959370025169367,12.883263193465858
327,501,5,COLONIA,1,MONTEVIDEO,2690,43788749,123203,465848031,1318755,172798,19.959370025169367,12.059878561211038
328,601,6,DURAZNO,1,MONTEVIDEO,1610,13023942,57084,465848031,1318755,198970,19.959370025169367,12.200909338573293
329,701,7,FLORES,1,MONTEVIDEO,735,7284124,25050,465848031,1318755,182359,19.959370025169367,12.113732550653646
330,801,8,FLORIDA,1,MONTEVIDEO,1420,17767290,67047,465848031,1318755,102030,19.959370025169367,11.533022166669351
331,901,9,LAVALLEJA,1,MONTEVIDEO,1264,15594153,58815,465848031,1318755,135968,19.959370025169367,11.820174842914538
332,1001,10,MALDONADO,1,MONTEVIDEO,2333,51311595,164298,465848031,1318755,124158,19.959370025169367,11.729310227039884
333,1101,11,PAYSANDU,1,MONTEVIDEO,2096,26828524,113107,465848031,1318755,368043,19.959370025169367,12.81595505815098
334,1201,12,RIO NEGRO,1,MONTEVIDEO,1219,24297744,54765,465848031,1318755,314799,19.959370025169367,12.659689618900263
335,1301,13,RIVERA,1,MONTEVIDEO,2390,20212707,103473,465848031,1318755,496211,19.959370025169367,13.114756518474572
336,1401,14,ROCHA,1,MONTEVIDEO,1435,17547856,68088,465848031,1318755,253600,19.959370025169367,12.443513501545208
337,1501,15,SALTO,1,MONTEVIDEO,2481,25542275,124861,465848031,1318755,487005,19.959370025169367,13.096029668952474
338,1601,16,SAN JOSE,1,MONTEVIDEO,1852,26930981,108304,465848031,1318755,67064,19.959370025169367,11.113402666317693
339,1701,17,SORIANO,1,MONTEVIDEO,1922,22993631,82594,465848031,1318755,256719,19.959370025169367,12.455737380481667
340,1801,18,TACUAREMBO,1,MONTEVIDEO,2611,18093592,90051,465848031,1318755,359811,19.959370025169367,12.793334172571539
341,1901,19,TREINTA Y TRES,1,MONTEVIDEO,1024,11720592,48134,465848031,1318755,288219,19.959370025169367,12.57147588681448
